,competitionID,clubID,seasonID,competitionName,appearances,yellowCards,goalsConceded,cleanSheets,minutesPlayed,redCards,id,assists,goals,secondYellowCards
4,C3OC,9371,2022,N3 - Occitanie,8,,,,695',,855014,,1,
5,FR1,415,2022,Ligue 1,11,1,,,357',,855014,,,
6,FRC,415,2022,Coupe de France,,,,,,,855014,,,
7,C3OC,9371,2021,N3 - Occitanie,11,,,,990',,855014,,,
8,FRC,415,2021,Coupe de France,,,,,,,855014,,,
9,FRC,415,2020,Coupe de France,1,,,,72',,855014,,,
10,FRYC,9372,2019,Coupe Gambardella,2,,,,180',,855014,,,
0,FR1,415,2023,Ligue 1,24,5,,,1.881',,385105,2,,
1,EL,415,2023,Europa League,8,2,,,579',,385105,,2,
2,FRC,415,2023,Coupe de France,2,,,,180',,385105,,,
3,FRCH,415,2023,Trophée des Champions,1,,,,90',,385105,,,
4,FR1,415,2022,Ligue 1,18,1,,,1.257',,385105,1,,
5,FRC,415,2022,Coupe de France,4,,,,360',,385105,1,1,
6,CLPD,2433,2022,Primera División,26,3,,,2.286',,385105,3,3,
7,CH1C,2433,2022,Copa Chile,3,,,,166',,385105,,,
8,CS,2433,2022,Copa Sudamericana,2,,,,180',,385105,,,
9,CLI,2433,2022,Libertadores,6,2,,,524',,385105,1,,
10,CSUC,2433,2022,Supercopa de Chile,1,,,,90',,385105,1,,
11,CLPD,2433,2021,Primera División,25,3,,,2.151',1,385105,1,,
12,CH1C,2433,2021,Copa Chile,7,2,,,539',,385105,1,,
13,CSUC,2433,2020,Supercopa de Chile,1,,,,90',,385105,,,
14,CHDP,2433,2019,Liguilla de Promoción,1,,,,90',,385105,,,
15,CLPD,2433,2020,Primera División,29,9,,,2.510',,385105,1,1,
16,CLI,2433,2020,Libertadores,6,,,,540',,385105,,1,
17,CLPD,2433,2019,Primera División,23,5,,,1.895',,385105,4,3,
18,CH1C,2433,2019,Copa Chile,3,2,,,270',,385105,2,,
19,CS,2433,2019,Copa Sudamericana,1,1,,,90',,385105,,,
20,CLPD,2433,2018,Primera División,19,4,,,1.286',,385105,1,,
21,CLI,2433,2018,Libertadores,6,1,,,185',,385105,,,
22,CH1C,2433,2018,Copa Chile,2,,,,90',,385105,,,
23,CSUC,2433,2018,Supercopa de Chile,1,,,,56',1,385105,,,
24,CHI,2433,2017,Torneo Transición,14,1,,,1.207',,385105,1,,1
25,CH1C,2433,2017,Copa Chile,3,1,,,256',,385105,,1,
26,CSUC,2433,2017,Supercopa de Chile,1,1,,,90',,385105,,,
27,CHL1,2433,2016,Torneo Clausura,13,3,,,1.040',,385105,,1,
28,CLI,2433,2017,Libertadores,,,,,,,385105,,,
29,CHLA,2433,2016,Torneo Apertura,9,1,,,454',,385105,,,
30,CH1C,2433,2016,Copa Chile,9,2,,,548',,385105,1,,
31,CHL1,2433,2015,Torneo Clausura,5,1,,,274',,385105,,,1
32,CLI,2433,2016,Libertadores,1,,,,39',,385105,,,
33,CHLA,2433,2015,Torneo Apertura,2,1,,,149',,385105,,,
34,CH1C,2433,2015,Copa Chile,,,,,,,385105,,,
0,CN2A,9371,2023,National 2 - Grp. A,7,1,,,564',,923758,,,
1,FR1,415,2023,Ligue 1,,,,,,,923758,,,
2,FRC,415,2023,Coupe de France,,,,,,,923758,,,
3,FR1,415,2022,Ligue 1,,,,,,,923758,,,
4,F19D,9372,2022,National U19 - Grp. D,8,1,,,710',,923758,,,
0,FR1,415,2023,Ligue 1,20,2,,,1.328',,221873,1,,
1,EL,415,2023,Europa League,7,2,,,553',,221873,,1,
2,FR1,415,2022,Ligue 1,27,3,,,2.262',,221873,2,1,1
3,FRC,415,2022,Coupe de France,5,1,,,328',,221873,,,
4,FR2,415,2021,Ligue 2,38,5,,,3.300',1,221873,6,1,
5,FRC,415,2021,Coupe de France,2,1,,,164',,221873,,,
6,NO1,2761,2021,Eliteserien,10,,,,900',,221873,,1,
7,NO1,2761,2020,Eliteserien,28,3,,,2.404',,221873,8,,
8,ELQ,2761,2019,Europa League Qualifying,6,1,,,540',,221873,3,,
9,NOPO,2761,2019,NM-Cup,6,1,,,570',,221873,,,
10,NO1,2761,2019,Eliteserien,29,5,,,2.565',,221873,2,1,
11,DKRQ,62690,2018,Reserveligaen Spring,3,,,,270',,221873,,1,
12,DK1,173,2018,Superliga,12,2,,,585',,221873,,,
13,DKP,173,2018,Oddset Pokalen,3,,,,289',,221873,,,
14,DKRE,62690,2018,Reserveligaen,4,,,,360',,221873,,,
15,DKRE,62690,2017,Reserveligaen,4,,,,348',,221873,2,2,
16,DKPL,173,2017,Superligaen Playoffs,,,,,,,221873,,,
17,DKAR,173,2017,Superliga Relegation round,5,2,,,369',,221873,,,
18,DK1,173,2017,Superliga,17,1,,,1.376',,221873,1,,
19,DKP,173,2017,Oddset Pokalen,1,,,,90',,221873,,,
20,DKPL,173,2016,Superligaen Playoffs,4,1,,,347',,221873,1,1,
21,DKAR,173,2016,Superliga Relegation round,6,,,,481',,221873,,,
22,DK1,173,2016,Superliga,24,2,,,1.981',,221873,3,,
23,DKP,173,2016,Oddset Pokalen,,,,,,,221873,,,
24,DK1,173,2015,Superliga,19,1,,,1.354',,221873,3,,
25,DK1,173,2014,Superliga,27,4,,,1.671',,221873,3,,
26,DKP,173,2014,Oddset Pokalen,1,,,,90',,221873,,,
27,DK1,173,2013,Superliga,2,,,,18',,221873,,,
28,DK1,173,2012,Superliga,,,,,,,221873,,,
0,FR1,415,2023,Ligue 1,18,1,,,889',,794758,2,,
1,EL,415,2023,Europa League,6,2,,,116',,794758,,,
2,FRC,415,2023,Coupe de France,2,,,,177',,794758,,,
3,FRCH,415,2023,Trophée des Champions,1,,,,14',,794758,,,
4,FR1,415,2022,Ligue 1,11,1,,,662',,794758,,,
5,FRC,415,2022,Coupe de France,4,,,,197',,794758,1,,
6,NO1,1293,2022,Eliteserien,28,1,,,1.494',,794758,3,4,
7,NOPO,1293,2022,NM-Cup,3,,,,255',,794758,3,1,
8,NO2,13519,2021,OBOS-ligaen,19,2,,,1.391',,794758,2,2,
9,NOPO,13519,2021,NM-Cup,3,2,,,239',,794758,1,,
10,ELQ,195,2020,Europa League Qualifying,1,,,,10',,794758,,,
11,NO1,195,2020,Eliteserien,,,,,,,794758,,,
12,NO32,35024,2020,PostNord-ligaen Avd. 2,13,3,,,1.108',,794758,,1,
0,FR1,415,2023,Ligue 1,17,4,,,1.239',,241501,,,
1,EL,415,2023,Europa League,2,1,,,167',,241501,,,
2,FRC,415,2023,Coupe de France,2,1,,,83',,241501,,,
3,FRCH,415,2023,Trophée des Champions,1,,,,90',,241501,,,
4,FR1,826,2023,Ligue 1,4,2,,,116',,241501,,,
5,FR1,415,2022,Ligue 1,36,5,,,3.123',,241501,1,2,
6,FRC,415,2022,Coupe de France,6,1,,,400',,241501,2,1,
7,FR2,415,2021,Ligue 2,35,12,,,2.830',,241501,7,1,
8,FRC,415,2021,Coupe de France,2,1,,,76',,241501,,,
9,FRR1,415,2020,Rel. Ligue 1,2,,,,169',,241501,1,1,
10,FR2,415,2020,Ligue 2,27,9,,,2.220',,241501,2,9,
11,FRC,415,2020,Coupe de France,3,1,,,167',,241501,,1,
12,BU1,156,2020,efbet Liga,7,3,,,630',,241501,1,2,
13,BU1M,156,2019,Efbet liga - Championship gr.,4,1,,,213',,241501,1,,
14,BULP,156,2019,Bulgarian Cup,3,,,,250',,241501,,,
15,BU1,156,2019,efbet Liga,5,,,,387',,241501,,2,
16,NL1,235,2019,Eredivisie,17,5,,,1.525',1,241501,3,3,
17,NLP,235,2019,KNVB Beker,1,,,,90',,241501,,,
18,PON2,235,2018,Play-Offs Promotie/Deg.,5,1,,,430',,241501,2,4,1
19,NL2,235,2018,Keuken Kampioen Divisie,18,5,,,1.555',,241501,6,7,
20,NL2,468,2018,Keuken Kampioen Divisie,9,1,,,309',,241501,,,
21,NTD,8621,2018,Tweede Divisie,10,4,,,900',,241501,4,,
22,NLP,468,2018,KNVB Beker,,,,,,,241501,,,
23,PON2,468,2017,Play-Offs Promotie/Deg.,4,,,,262',,241501,1,1,
24,NL1,468,2017,Eredivisie,16,4,,,860',,241501,,2,
25,NTD,8621,2017,Tweede Divisie,9,3,,,810',,241501,,2,
26,NLP,468,2017,KNVB Beker,1,,,,90',,241501,,,
27,NL1,468,2016,Eredivisie,22,2,,,1.733',1,241501,6,1,
28,NLP,468,2016,KNVB Beker,3,1,,,300',,241501,3,,
29,NTD,8621,2016,Tweede Divisie,1,1,,,90',,241501,,1,
30,NLBE,8621,2015,Beloften Eredivisie,7,,,,630',,241501,,1,
31,NL2,468,2015,Jupiler League,6,,,,130',,241501,,1,
32,NLBE,11368,2015,Beloften Eredivisie,7,,,,599',,241501,,1,
33,NLP,1090,2015,KNVB Beker,,,,,,,241501,,,
34,ELQ,1090,2015,Europa League Qualifying,,,,,,,241501,,,
35,NL1,1090,2015,Eredivisie,,,,,,,241501,,,
36,NL1,1090,2014,Eredivisie,2,,,,16',,241501,,,
37,NLBE,11368,2014,Beloften Eredivisie,12,4,,,1.010',,241501,,2,
38,NLBV,11368,2014,Beloften Preliminary Round,5,,,,356',1,241501,2,,
39,NLAJ,7460,2013,U19 Eredivisie,19,,,,1.572',,241501,,,
40,NLBE,11368,2013,Beloften Eredivisie,3,,,,140',,241501,,1,
41,NLJB,7460,2013,U19 Cup NL,1,,,,90',,241501,,,
0,FR1,415,2023,Ligue 1,25,1,,,1.509',,467632,2,,
1,EL,415,2023,Europa League,7,1,,,486',,467632,,,
2,FRC,415,2023,Coupe de France,2,1,,,118',,467632,1,,
3,FRCH,415,2023,Trophée des Champions,1,,,,90',,467632,,,
4,MLS1,623,2023,MLS,17,7,,,1.439',,467632,1,1,
5,MLSP,623,2023,US Open Cup,2,1,,,210',,467632,,,
6,MLS1,623,2022,MLS,27,10,,,2.201',,467632,4,2,
7,MLSP,623,2022,US Open Cup,4,1,,,314',1,467632,,,
8,POUS,623,2021,MLS Cup Playoffs,1,,,,120',,467632,,,
9,MLS1,623,2021,MLS,27,3,,,2.063',,467632,3,6,
10,POUS,623,2020,MLS Cup Playoffs,1,,,,39',,467632,,,
11,MLS1,623,2020,MLS,16,3,,,1.111',,467632,2,2,
12,USSP,623,2020,MLS is Back,3,,,,199',,467632,,,
13,POUS,623,2019,MLS Cup Playoffs,1,1,,,120',,467632,,,
14,MLS1,623,2019,MLS,23,5,,,1.800',,467632,3,3,
15,USL,39815,2019,USLC,2,,,,163',,467632,,,
16,MLSP,623,2019,US Open Cup,1,,,,120',,467632,,1,
17,CCL,623,2018,CONCACAF CL,,,,,,,467632,,,
18,POUS,623,2018,MLS Cup Playoffs,,,,,,,467632,,,
19,USLP,39815,2018,USL Cup,1,,,,35',,467632,,,
20,MLS1,623,2018,MLS,3,1,,,96',,467632,,,
21,USL,39815,2018,USL,25,7,,,1.750',,467632,2,3,
22,VZ1C,26468,2017,Torneo Clausura (- 2019),,,,,,,467632,,,
23,VZOA,26468,2017,Octogonal Apertura,4,,,,360',,467632,,,
24,VZ1A,26468,2017,Liga FUTVE Apertura,9,,,,772',,467632,,1,
25,VZ1C,26468,2016,Torneo Clausura (- 2019),2,1,,,123',,467632,,,
0,FR1,415,2023,Ligue 1,25,7,,,1.828',,280387,1,6,
1,EL,415,2023,Europa League,8,1,,,720',,280387,1,,
2,FRC,415,2023,Coupe de France,2,,,,172',,280387,3,1,
3,FRCH,415,2023,Trophée des Champions,1,,,,76',,280387,,,
4,FR1,415,2022,Ligue 1,15,3,,,661',,280387,,,
5,FRC,415,2022,Coupe de France,4,,,,158',,280387,,,
6,C3OC,9371,2022,N3 - Occitanie,1,,,,56',,280387,,,
7,C1,452,2022,Super League,15,1,,,790',,280387,,1,
8,SCC,452,2022,Swiss Cup,2,,,,116',,280387,1,1,
9,ECLQ,452,2022,UECL Qualifiers,4,1,,,308',,280387,,1,
10,C1,452,2021,Super League,33,7,,,1.711',,280387,,4,
11,CL,452,2021,Champions League,5,2,,,240',,280387,,1,
12,SCC,452,2021,Swiss Cup,2,1,,,118',,280387,,1,
13,CLQ,452,2021,Champions League Qu.,6,,,,307',,280387,1,2,
14,C1,452,2020,Super League,17,2,,,988',,280387,1,1,1
15,SCC,452,2020,Swiss Cup,1,1,,,59',,280387,,,
16,EL,452,2020,Europa League,8,1,,,391',,280387,,,
17,ELQ,452,2020,Europa League Qualifying,1,,,,90',,280387,,,
18,CLQ,452,2020,Champions League Qu.,1,,,,90',,280387,,,
19,SCC,452,2019,Schweizer Cup,4,,,,213',,280387,2,,
20,C1,452,2019,Super League,17,6,,,1.155',,280387,2,1,
21,EL,452,2019,Europa League,1,,,,69',,280387,,,
22,CLQ,452,2019,Champions League Qu.,2,1,,,122',,280387,,,
23,C1,257,2018,Super League,35,7,,,2.957',,280387,3,11,
24,SCC,257,2018,Schweizer Cup,2,2,,,210',,280387,3,2,
25,ELQ,257,2018,Europa League Qualifying,2,,,,180',,280387,,,
26,L1,60,2017,Bundesliga,4,,,,214',,280387,,,
27,RLSW,245,2017,Regionalliga Südwest,2,1,,,180',,280387,1,,
28,DFB,60,2017,DFB-Pokal,1,,,,45',,280387,,,
29,ELQ,60,2017,Europa League Qualifying,,,,,,,280387,,,
30,L1,60,2016,Bundesliga,,,,,,,280387,,,
31,OBLB,245,2016,Oberliga Baden-Württemberg,4,,,,360',,280387,,1,
32,C1,321,2016,Super League,17,2,,,1.096',,280387,2,2,
33,SCC,321,2016,Schweizer Cup,3,,,,217',,280387,,,
34,CHPR,8508,2016,Promotion League,1,,,,66',,280387,,2,
35,CHPR,8508,2015,Promotion League,9,3,,,810',,280387,,1,
36,C1,321,2015,Super League,16,3,,,1.212',,280387,1,2,
37,SCC,321,2015,Schweizer Cup,1,,,,35',,280387,,,
38,EL,321,2015,Europa League,,,,,,,280387,,,
39,CHPR,8508,2014,Promotion League,27,6,,,2.430',,280387,2,2,
40,C1,321,2014,Super League,1,,,,,,280387,,,
41,CHPR,8508,2013,Promotion League,15,2,,,1.012',,280387,1,1,
42,CH18,14211,2012,U18 Elite League,24,8,,,2.006',,280387,,4,
43,CH18,14211,2011,U18 Elite League,11,4,,,800',,280387,,,
0,FR1,415,2023,Ligue 1,10,1,,,687',,463613,4,1,
1,EL,415,2023,Europa League,2,,,,166',,463613,,,
2,FRC,415,2023,Coupe de France,1,,,,75',,463613,,1,
3,BE1,520,2023,Jupiler Pro League,20,,,,1.391',,463613,3,,
4,CCB,520,2023,Croky Cup,1,,,,58',,463613,,1,
5,POBE,520,2022,JPL Europe PO,6,,,,415',,463613,1,1,
6,BE1,520,2022,JPL,23,,,,681',,463613,4,2,
7,CCB,520,2022,Croky Cup,2,,,,80',,463613,1,,
8,NL1,499,2021,Eredivisie,17,,,,962',,463613,,2,
9,UCOL,499,2021,Conference League,7,,,,341',,463613,1,,
10,NLP,499,2021,KNVB Beker,2,,,,121',,463613,,,
11,ECLQ,499,2021,UECL Qualifiers,4,,,,307',,463613,1,1,
12,FR1,273,2020,Ligue 1,10,,,,297',,463613,,,
13,FRC,273,2020,Coupe de France,1,1,,,30',,463613,,,
14,CL,273,2020,Champions League,4,,,,94',,463613,,,
15,FR1,273,2019,Ligue 1,8,1,,,222',,463613,1,1,
16,FRC,273,2019,Coupe de France,4,,,,165',,463613,1,1,
17,FRL,273,2019,Coupe de la Ligue,1,,,,85',,463613,1,,
18,EL,273,2019,Europa League,3,1,,,124',,463613,,,
19,C3BR,8154,2019,N3 - Bretagne,3,,,,270',,463613,,2,
20,19YL,76794,2019,UEFA Youth League,1,,,,90',,463613,,,
21,FRCH,273,2019,Trophée des Champions,1,,,,22',,463613,,,
22,C3BR,8154,2018,N3 - Bretagne,15,1,,,1.109',,463613,,2,
23,FRC,273,2018,Coupe de France,,,,,,,463613,,,
24,FR1,273,2018,Ligue 1,,,,,,,463613,,,
25,CN2D,8154,2017,National 2 - Grp. D,1,,,,1',,463613,,,
0,FR1,415,2023,Ligue 1,17,4,,,1.076',,275249,,1,
1,EL,415,2023,Europa League,5,2,,,418',,275249,,,
2,FRC,415,2023,Coupe de France,1,,,,30',,275249,,,
3,L1,86,2022,Bundesliga,24,3,,,1.081',,275249,,3,
4,DFB,86,2022,DFB-Pokal,1,1,,,74',,275249,,,
5,L2,86,2021,2. Bundesliga,25,1,,,1.250',,275249,6,2,
6,DFB,86,2021,DFB-Pokal,1,1,,,90',,275249,,,
7,L2PO,81,2020,Relegation 2. Bundesliga,2,,,,32',,275249,1,,
8,L2,81,2020,2. Bundesliga,22,1,,,927',,275249,1,1,
9,DFB,81,2020,DFB-Pokal,2,,,,54',,275249,,,
10,L2,81,2019,2. Bundesliga,25,6,,,1.373',,275249,1,5,
11,L2PO,108,2018,Relegation 2. Bundesliga,2,,,,87',,275249,,,
12,L3,108,2018,3. Liga,33,3,,,1.811',,275249,11,5,
13,HEPO,108,2018,Hessenpokal,3,1,,,259',,275249,,2,
14,DFB,108,2018,DFB-Pokal,2,,,,63',,275249,,1,
15,L3,87,2017,3. Liga,30,3,,,1.869',1,275249,4,3,
16,L3,87,2016,3. Liga,32,6,,,2.513',,275249,4,2,
17,L1,86,2016,Bundesliga,1,,,,14',,275249,1,,
18,AJ,2491,2015,U19-Bundesliga Endrunde,2,1,,,161',,275249,,,
19,AJ1,2491,2015,U19-BL N/NE,23,6,,,1.837',,275249,18,17,
20,DFBJ,2491,2015,DFB-Jun.-Pokal,3,1,,,266',,275249,2,2,
21,BJ1,21079,2014,U17-BL N/NE,23,7,,,2.035',,275249,25,12,
22,AJ1,2491,2014,U19-BL N/NE,1,,,,68',,275249,,,
23,BJ1,21079,2013,U17-BL N/NE,22,5,,,1.856',,275249,2,4,1
0,FR1,415,2023,Ligue 1,8,,,,431',,470618,,,
1,FRCH,415,2023,Trophée des Champions,,,,,,,470618,,,
2,EL,415,2023,Europa League,4,,,,59',,470618,,,
3,FR1,415,2022,Ligue 1,20,3,,,651',,470618,1,,
4,FRC,415,2022,Coupe de France,,,,,,,470618,,,
5,C3OC,9371,2022,N3 - Occitanie,3,,,,227',,470618,,1,
6,FR2,415,2021,Ligue 2,34,4,,,1.853',,470618,3,2,
7,FRC,415,2021,Coupe de France,3,1,,,208',,470618,,,
8,AUS1,71085,2020,A-League,23,6,,,1.893',,470618,2,2,
9,AUS1,25580,2019,A-League,6,3,,,317',,470618,2,,
10,FFAC,25580,2019,FFA Cup,1,1,,,24',,470618,,,
11,NL1,1269,2018,Eredivisie,10,2,,,507',,470618,1,,
12,NLBE,20300,2018,Beloften Eredivisie,6,,,,523',,470618,,1,
13,NLBV,20300,2018,Beloften Preliminary Round,3,,,,258',,470618,,,
14,NLP,1269,2018,KNVB Beker,2,,,,97',,470618,2,,
15,AUS1,25580,2017,A-League,1,,,,10',,470618,,,
16,AUS1,25580,2016,A-League,4,1,,,216',,470618,,,
0,FR1,415,2023,Ligue 1,16,1,,,757',,505308,2,1,
1,EL,415,2023,Europa League,6,,,,195',,505308,1,,
2,FRC,415,2023,Coupe de France,2,,,,47',,505308,,,
3,FRCH,415,2023,Trophée des Champions,1,,,,66',,505308,,,
4,ES2,13222,2022,LaLiga SmartBank,25,2,,,1.602',,505308,4,2,1
5,CDR,13222,2022,Copa del Rey,,,,,,,505308,,,
6,CDR,13222,2021,Copa del Rey,3,,,,217',,505308,,,
7,ES2,13222,2021,LaLiga SmartBank,16,2,,,592',,505308,1,,
8,ES2P,6767,2020,Ascenso LaLiga2,1,,,,14',,505308,,,
9,ES3E,6767,2020,2ª B - Grupo V,17,2,,,1.050',,505308,,2,
10,ES3A,6767,2019,2ª B - Grupo I,13,2,,,806',,505308,,1,
11,ES2P,6767,2018,Ascenso a 2ª,2,1,,,37',,505308,,,
12,ES3A,6767,2018,2ª B - Grupo I,2,,,,73',,505308,,,
13,19YL,41596,2018,UEFA Youth League,1,,,,90',,505308,,,
14,ES3A,6767,2017,2ª B - Grupo I,4,1,,,73',,505308,1,,
15,19YL,41596,2017,UEFA Youth League,8,,,,672',,505308,1,1,
0,FR1,415,2023,Ligue 1,7,,,,89',,567309,,,
1,EL,415,2023,Europa League,2,1,,,18',,567309,,,
2,FRC,415,2023,Coupe de France,2,,,,97',,567309,,2,
3,FRCH,415,2023,Trophée des Champions,1,,,,24',,567309,,,
4,DKAR,173,2022,Superliga Relegation round,3,,,,238',,567309,2,2,
5,DK1,173,2022,Superliga,5,,,,243',,567309,,,
6,FR1,415,2022,Ligue 1,2,,,,21',,567309,,,
7,FRC,415,2022,Coupe de France,2,,,,118',,567309,,1,
8,NO1,239,2022,Eliteserien,10,2,,,669',,567309,1,,
9,NOPO,239,2022,NM-Cup,1,,,,65',,567309,,,
10,FR2,415,2021,Ligue 2,13,,,,251',,567309,,,
11,C3OC,9371,2021,N3 - Occitanie,4,,,,335',,567309,,3,
12,FRC,415,2021,Coupe de France,4,,,,252',,567309,,,
13,FR2,415,2020,Ligue 2,,,,,,,567309,,,
14,FRC,415,2020,Coupe de France,1,,,,29',,567309,,,
15,ELQ,3189,2020,Europa League Qualifying,1,,,,120',,567309,,,
16,FI1,3189,2020,Veikkausliiga,16,2,,,1.199',,567309,2,7,
17,FIS,3189,2020,Suomen Cup,1,,,,66',,567309,1,,
18,F1CL,3189,2019,Veikkausliiga Championship Group,4,,,,278',,567309,1,1,
19,FI1,3189,2019,Veikkausliiga,7,,,,248',,567309,,1,
20,FI3B,52347,2019,Kakkonen - Group B,10,1,,,878',,567309,,,
21,FINJ,46621,2019,A-pojat SM-sarja Qualification,3,,,,225',,567309,,5,
22,FIS,3189,2019,Suomen Cup,3,,,,57',,567309,,,
23,FI1,3189,2018,Veikkausliiga,2,,,,21',,567309,,,
24,FI3B,23929,2018,Kakkonen - Group B,1,,,,76',,567309,,1,
0,FR1,415,2023,Ligue 1,9,1,,,219',,575693,1,,
1,EL,415,2023,Europa League,1,,,,67',,575693,,,
2,FRC,415,2023,Coupe de France,2,1,,,142',,575693,,,
3,FRCH,415,2023,Trophée des Champions,1,,,,14',,575693,,,
4,NL1,467,2022,Eredivisie,26,,,,849',,575693,,2,
5,212S,11154,2022,O21 Div. 2 Spring,1,,,,66',,575693,,,
6,NLP,467,2022,KNVB Beker,2,,,,107',,575693,,,
7,212F,11154,2022,O21 Div. 2 Fall,3,,,,180',,575693,,2,
8,NL1,467,2021,Eredivisie,4,,,,84',,575693,,1,
9,211S,11154,2021,O21 Div. 1 Spring,5,,,,431',,575693,,,
10,211F,11154,2021,O21 Div. 1 Fall,9,,,,610',,575693,2,3,
11,182F,79122,2021,U18 Div. 2 Fall,4,,,,268',,575693,1,,
12,182F,79122,2020,U18 Div. 2 Fall,6,1,,,540',,575693,,6,
13,NLJB,79122,2020,U18 Cup Netherlands,1,,,,44',,575693,,,
14,NLVB,43843,2019,Prelim. U17,5,,,,450',,575693,,,
0,FR1,415,2023,Ligue 1,7,,,,395',,393238,,3,
1,EL,415,2023,Europa League,1,,,,40',,393238,,,
2,FR1,415,2022,Ligue 1,37,4,,,2.479',,393238,5,10,
3,FRC,415,2022,Coupe de France,5,1,,,413',,393238,,5,
4,PONL,1090,2021,Play-Offs Conference League,3,1,,,36',,393238,,1,
5,NL1,1090,2021,Eredivisie,31,1,,,794',,393238,1,4,
6,UCOL,1090,2021,Conference League,6,1,,,143',,393238,,1,
7,NLP,1090,2021,KNVB Beker,3,,,,111',,393238,,1,
8,NL2,11368,2021,Keuken Kampioen Divisie,1,,,,90',,393238,,,
9,ELQ,1090,2021,Europa League Qualifying,2,1,,,161',,393238,,1,
10,NL1,1090,2020,Eredivisie,24,2,,,729',,393238,,4,
11,NL2,11368,2020,Keuken Kampioen Divisie,8,2,,,652',,393238,4,5,
12,NLP,1090,2020,KNVB Beker,1,,,,61',,393238,,,
13,EL,1090,2020,Europa League,5,,,,171',,393238,,,
14,NL2,11368,2019,Keuken Kampioen Divisie,10,1,,,855',,393238,1,8,
15,NL1,1090,2019,Eredivisie,12,,,,188',,393238,,,
16,EL,1090,2019,Europa League,1,,,,13',,393238,,,
17,NLP,1090,2019,KNVB Beker,2,,,,68',,393238,,,
18,NL1,383,2019,Eredivisie,1,,,,,,393238,,,
19,ELQ,383,2019,Europa League Qualifying,,,,,,,393238,,,
20,NL2,9715,2019,Keuken Kampioen Divisie,1,,,,90',,393238,,,
21,NLSC,383,2019,Johan Cruijff Schaal,,,,,,,393238,,,
22,NL1,383,2018,Eredivisie,1,,,,11',,393238,,,
23,NL2,9715,2018,Keuken Kampioen Divisie,24,2,,,1.975',,393238,9,9,
24,19YL,50627,2018,UEFA Youth League,3,1,,,202',,393238,,,
25,NLJV,4575,2018,Preliminary round U19 Eredivisie,1,,,,44',,393238,,,
26,NLJB,4575,2017,U19 Cup NL,4,,,,326',,393238,,,
27,NLAJ,4575,2017,U19 Eredivisie,14,,,,1.175',,393238,7,7,
28,NLJV,4575,2017,Preliminary round U19 Eredivisie,13,1,,,1.122',,393238,5,4,
29,NLAJ,4778,2016,U19 Eredivisie,6,,,,494',,393238,,1,
30,NLJB,4778,2016,U19 Cup NL,2,,,,210',,393238,1,,
31,NLJV,4778,2016,Preliminary round U19 Eredivisie,10,,,,799',,393238,,3,
0,FR1,415,2023,Ligue 1,22,8,,,1.405',,476836,2,,
1,EL,415,2023,Europa League,8,3,,,625',,476836,2,1,
2,FRC,415,2023,Coupe de France,1,1,,,32',,476836,1,,
3,FRCH,415,2023,Trophée des Champions,1,,,,66',,476836,,,
4,BE1,3057,2023,Jupiler Pro League,5,2,,,430',,476836,1,,
5,POBE,3057,2022,JPL Europe PO,6,2,,,516',,476836,2,,
6,BE1,3057,2022,JPL,33,4,,,2.527',,476836,6,3,
7,CCB,3057,2022,Croky Cup,2,,,,76',,476836,,,
8,NOPO,76,2022,NM-Cup,2,1,,,64',,476836,1,3,
9,NO1,76,2022,Eliteserien,11,2,,,856',,476836,,2,1
10,BE1,3057,2021,JPL,25,5,,,1.427',,476836,3,2,
11,CCB,3057,2021,Croky Cup,3,2,,,244',,476836,,1,
12,NO1,76,2021,Eliteserien,10,2,,,764',,476836,3,6,
13,NO1,76,2020,Eliteserien,27,5,,,2.279',,476836,6,8,
14,NO1,76,2019,Eliteserien,25,3,,,1.765',,476836,4,6,1
15,NOPO,76,2019,NM-Cup,3,,,,270',,476836,,1,
16,NO32,35029,2018,PostNord-ligaen Avd. 2,10,3,,,825',,476836,,3,
17,NO1,76,2018,Eliteserien,8,2,,,116',,476836,2,,
18,NOPO,76,2018,NM-Cup,1,,,,21',,476836,,,
19,NO2,4309,2018,OBOS-ligaen,15,4,,,1.089',,476836,1,1,
20,NOPO,4309,2018,NM-Cup,4,1,,,322',,476836,1,,
21,NO1,76,2017,Eliteserien,7,1,,,245',,476836,,,
22,NO31,35029,2017,PostNord-ligaen Avd. 1,13,5,,,932',,476836,,4,
23,NOPO,76,2017,NM-Cup,2,,,,79',,476836,,1,
0,FR1,415,2023,Ligue 1,8,,,,290',,916920,,1,
1,EL,415,2023,Europa League,2,,,,30',,916920,,,
2,FRC,415,2023,Coupe de France,1,,,,15',,916920,,,
3,ZYP1,10586,2023,Protathlima Cyta,12,2,,,729',,916920,5,1,
4,EL,10586,2023,Europa League,5,,,,348',,916920,,3,
5,ELQ,10586,2023,Europa League Qualifying,2,,,,46',,916920,,,
6,CLQ,10586,2023,Champions League Qu.,4,,,,233',,916920,3,1,
7,CYSC,10586,2023,Cypriot Super Cup,1,,,,44',,916920,,,
8,ZYPM,10586,2022,Protathlima Cyta Championship Round,9,3,,,723',,916920,2,3,
9,ZYP1,10586,2022,Protathlima Cyta,26,2,,,1.742',,916920,6,5,
10,CPO1,10586,2022,Kypello Kyprou,1,,,,72',,916920,,,
11,ECLQ,10586,2022,UECL Qualifiers,1,,,,44',,916920,,,
