,competitionID,clubID,seasonID,competitionName,appearances,yellowCards,goalsConceded,cleanSheets,minutesPlayed,id,assists,goals,redCards,secondYellowCards
19,IT1,416,2016,Serie A,14,6,,,772',245056,,,,
20,CIT,416,2016,Italy Cup,1,,,,62',245056,,,,
21,SER1,669,2015,Super liga,25,6,,,1.386',245056,1,2,,
22,SERP,669,2015,Kup Srbije,3,,,,156',245056,,,,
23,EL,669,2015,Europa League,2,1,,,180',245056,,,,
24,CLQ,669,2015,Champions League Qu.,1,,,,63',245056,,,,
25,SER1,669,2014,Jelen SuperLiga,2,1,,,171',245056,,,,
26,SER2,4646,2013,Prva liga Srbije,21,2,,,1.497',245056,,3,,
0,TR1,6890,2023,Süper Lig,25,3,,,911',743091,2,1,,
1,TRP,6890,2023,Türkiye Kupasi,4,,,,308',743091,1,1,,
2,IT1,416,2023,Serie A,,,,,,743091,,,,
3,CIT,416,2023,Italy Cup,,,,,,743091,,,,
4,IT1,1038,2022,Serie A,8,,,,105',743091,,,,
5,IT1,416,2022,Serie A,4,1,,,85',743091,,,,
6,CIT,416,2022,Italy Cup,,,,,,743091,,,,
7,TR1,114,2021,Süper Lig,11,,,,632',743091,,1,,
8,T191,41852,2021,U19 Süper Lig,11,2,,,821',743091,1,7,,
9,TRP,114,2021,Türkiye Kupasi,,,,,,743091,,,,
10,TRS,114,2021,TFF Süper Kupa,1,,,,40',743091,,,,
11,19YL,50919,2021,UEFA Youth League,6,2,,,493',743091,2,2,,
12,T19P,41852,2020,Süper Lig U19 Playoff,1,,,,74',743091,1,,,
13,T191,41852,2020,U19 Süper Lig,16,,,,1.227',743091,1,4,,
0,IT1,416,2023,Serie A,21,8,,,1.320',225873,,,,
1,CIT,416,2023,Italy Cup,1,,,,66',225873,,,,
2,IT1,416,2022,Serie A,32,8,,,1.887',225873,,1,,
3,CIT,416,2022,Italy Cup,3,1,,,114',225873,,,,
4,IT1,416,2021,Serie A,16,2,,,899',225873,2,,,
5,CIT,416,2021,Italy Cup,2,,,,144',225873,1,,,
6,IT1,416,2020,Serie A,27,5,,,1.836',225873,,1,,
7,CIT,416,2020,Italy Cup,3,1,,,193',225873,,,,
8,IT1,1038,2019,Serie A,28,4,,,2.021',225873,3,4,,
9,CIT,1038,2019,Italy Cup,2,,,,175',225873,,,,
10,IT1,1038,2018,Serie A,32,11,,,2.517',225873,3,3,,
11,CIT,1038,2018,Italy Cup,3,,,,72',225873,,,,
12,IT1,1038,2017,Serie A,29,8,,,2.132',225873,2,3,,
13,CIT,1038,2017,Italy Cup,,,,,,225873,,,,
14,IT1,1038,2016,Serie A,35,5,,,2.381',225873,4,1,,
15,CIT,1038,2016,Italy Cup,3,,,,248',225873,1,,,
16,PL1,238,2015,Ekstraklasa,28,5,,,2.259',225873,7,3,,
17,POPU,238,2015,Fortuna Polish Cup,3,,,,208',225873,1,,,
18,EL,238,2015,Europa League,5,2,,,335',225873,,,,1
19,ELQ,238,2015,Europa League Qualifying,1,1,,,90',225873,,1,,
20,CLQ,238,2015,Champions League Qu.,3,2,,,188',225873,,,,
21,PLSC,238,2015,Superpuchar,1,,,,90',225873,1,1,,
22,PL1,238,2014,Ekstraklasa,23,6,,,1.924',225873,3,2,,
23,POPU,238,2014,Fortuna Polish Cup,5,1,,,374',225873,1,3,,
24,ELQ,238,2014,Europa League Qualifying,1,,,,60',225873,,,,
25,PL1,238,2013,Ekstraklasa,28,8,,,2.178',225873,1,1,,
26,POPU,238,2013,Fortuna Polish Cup,,,,,,225873,,,,
27,PL1,238,2012,Ekstraklasa,14,2,,,774',225873,1,,,
0,IT2,1038,2023,Serie B,13,3,,,749',434676,2,,,
1,CIT,1038,2023,Italy Cup,1,,,,49',434676,,,,
2,IT1,416,2022,Serie A,2,,,,14',434676,,,,
3,CIT,416,2022,Italy Cup,,,,,,434676,,,,
4,IT1,1038,2022,Serie A,16,3,,,814',434676,,,,
5,CIT,1038,2022,Italy Cup,1,,,,90',434676,,,,
6,IT1,1038,2021,Serie A,14,3,,,489',434676,,,,
7,CIT,1038,2021,Italy Cup,1,1,,,26',434676,,,,
8,IT1,276,2020,Serie A,4,1,,,225',434676,,,,
9,CIT,276,2020,Italy Cup,1,,,,120',434676,,1,,
10,IT1,1038,2020,Serie A,,,,,,434676,,,,
11,IT1,1038,2019,Serie A,27,11,,,1.819',434676,1,,1,
12,CIT,1038,2019,Italy Cup,2,,,,180',434676,2,,,
13,IJ1,12001,2019,Primavera 1,1,,,,90',434676,,,,
14,IT1,1038,2018,Serie A,14,3,,,594',434676,,,,
15,CIT,1038,2018,Italy Cup,1,,,,84',434676,,,,
16,IJ1,12001,2018,Primavera 1,,,,,,434676,,,,
17,GB2,399,2017,Championship,28,7,,,2.020',434676,2,,,1
18,CGB,399,2017,EFL Cup,4,1,,,318',434676,1,1,,
19,GB2,399,2016,Championship,34,4,,,2.124',434676,1,1,,
20,FAC,399,2016,FA Cup,,,,,,434676,,,,
21,CGB,399,2016,EFL Cup,4,1,,,345',434676,,,,
22,GB2,399,2015,Championship,1,,,,,434676,,,,
0,IT2,458,2023,Serie B,27,3,,,2.060',373899,2,7,,
1,CIT,458,2023,Italy Cup,1,,,,45',373899,,,,
2,IT2,458,2022,Serie B,34,6,,,2.289',373899,,4,,
3,IT1,416,2022,Serie A,1,,,,20',373899,,,,
4,CIT,416,2022,Italy Cup,1,,,,8',373899,,,,
5,POSB,839,2021,Serie B Play-off,1,,,,64',373899,,,,
6,IT2,839,2021,Serie B,36,4,,,2.573',373899,2,1,,
7,IT1,416,2021,Serie A,,,,,,373899,,,,
8,CIT,416,2021,Italy Cup,1,,,,37',373899,,,,
9,IT2,2722,2020,Serie B,18,2,,,1.071',373899,1,1,,
10,IT1,416,2020,Serie A,9,1,,,185',373899,,,,
11,CIT,416,2020,Italy Cup,3,,,,300',373899,,,,
12,POSB,862,2019,Serie B Play-off,3,1,,,267',373899,,1,,
13,IT2,862,2019,Serie B,37,5,,,3.074',373899,4,3,,
14,PUSB,607,2018,Serie B Play-out,1,,,,,373899,,,,
15,IT2,607,2018,Serie B,29,5,,,1.883',373899,1,3,,
16,CIT,607,2018,Italy Cup,1,,,,9',373899,,,,
17,IT3P,1408,2017,PlayOff Lega Pro,4,,,,360',373899,,,,
18,IT3A,1408,2017,Serie C-A,32,4,,,2.331',373899,1,3,,
19,CILP,1408,2017,Coppa Serie C,1,,,,44',373899,,,,
20,IT3P,1408,2016,PlayOff Lega Pro,,,,,,373899,,,,
21,IT3A,1408,2016,Lega Pro A,11,1,,,525',373899,,2,,
22,CILP,1408,2016,Coppa Lega Pro,1,,,,10',373899,,,,
23,ITJE,12130,2015,Primavera Fase Finale,4,,,,266',373899,,1,,
24,ITJ1,12130,2015,Primavera A,20,5,,,1.496',373899,1,2,,
25,TDV,12130,2015,Viareggio Cup,3,,,,121',373899,,,,
26,CITP,12130,2015,Coppa Primavera,1,,,,72',373899,,,,
27,19YL,49747,2015,UEFA Youth League,4,,,,146',373899,,,,
28,ITJE,10958,2014,Primavera Fase Finale,,,,,,373899,,,,
29,ITJ2,10958,2014,Primavera B,2,,,,135',373899,,,,
0,IT1,416,2023,Serie A,14,2,,,530',798929,,,,
1,CIT,416,2023,Italy Cup,1,,,,120',798929,1,,,
2,ITJE,12130,2022,Primavera Fase Finale,1,,,,90',798929,,,,
3,IT1,416,2022,Serie A,3,2,,,135',798929,,,,
4,IJ1,12130,2022,Primavera 1,13,6,,,1.085',798929,2,4,,
5,CIT,416,2022,Italy Cup,,,,,,798929,,,,
6,CITP,12130,2022,Coppa Primavera,2,,,,144',798929,1,,,
7,IT18,75900,2021,Under 18 - Finals,1,,,,90',798929,,,,
8,IJ1,12130,2021,Primavera 1,16,2,,,992',798929,,2,,
9,ITJ7,75900,2021,Under 18,4,,,,268',798929,,1,,
10,IJ1,22276,2021,Primavera 1,8,2,,,327',798929,,,1,
11,ITJ7,91718,2021,Under 18,3,1,,,211',798929,,4,,
12,ITJF,55773,2020,Under 17 - Finals,2,1,,,180',798929,,1,,
13,IJ1,22276,2020,Primavera 1,,,,,,798929,,,,
14,ITJ8,55773,2020,Under 17 20/21,8,1,,,718',798929,1,4,,
15,ITJ5,55773,2020,Under 17 - B,4,,,,332',798929,,1,,
0,CIT,800,2023,Italy Cup,,,,,,564305,,,,
1,IT1,800,2023,Serie A,9,,,,78',564305,1,,,
2,EL,800,2023,Europa League,1,,,,90',564305,,,,
3,IT1,416,2022,Serie A,9,1,,,262',564305,,,,
4,CIT,416,2022,Italy Cup,2,,,,46',564305,,1,,
5,IT3O,22294,2021,Playout Serie C,2,1,,,150',564305,,,,
6,IT3B,22294,2021,Serie C-B,32,3,,,1.900',564305,1,2,,
7,CILP,22294,2021,Coppa Serie C,3,,,,169',564305,,,,
8,IT3C,22294,2020,Serie C - C,16,4,,,1.103',564305,,1,,
9,IJ1,12130,2020,Primavera 1,2,,,,117',564305,,,,
10,IT1,416,2019,Serie A,2,,,,2',564305,,,,
11,IJ1,12130,2019,Primavera 1,8,,,,627',564305,,,,
12,CIT,416,2019,Italy Cup,,,,,,564305,,,,
13,TDV,12130,2018,Viareggio Cup,,,,,,564305,,,,
14,IJ1,12130,2018,Primavera 1,20,,,,1.459',564305,3,1,,
15,CITP,12130,2018,Coppa Primavera,4,1,,,304',564305,2,,,
16,SCIJ,12130,2018,Supercoppa Primavera,1,,,,120',564305,,,,
17,IT1,416,2018,Serie A,,,,,,564305,,,,
18,ITJE,12130,2017,Primavera Fase Finale,2,,,,124',564305,,,,
19,IJ1,12130,2017,Primavera 1,8,,,,553',564305,1,1,,
20,IT1,416,2017,Serie A,,,,,,564305,,,,
21,CITP,12130,2017,Coppa Primavera,2,,,,180',564305,1,,,
22,TDV,12130,2017,Viareggio Cup,3,,,,270',564305,,,,
0,NL2,132,2023,Keuken Kampioen Divisie,18,5,,,964',617019,2,3,,
1,NLP,132,2023,KNVB Beker,1,,,,18',617019,,,,
2,PON2,132,2022,Play-Offs Promotie/Deg.,4,2,,,314',617019,,,,
3,NL2,132,2022,Keuken Kampioen Divisie,14,2,,,1.003',617019,5,1,,
4,IT1,416,2022,Serie A,,,,,,617019,,,,
5,CIT,416,2022,Italy Cup,1,,,,9',617019,,,,
6,IJ1,12130,2021,Primavera 1,27,5,,,2.033',617019,,2,,
7,IT1,416,2021,Serie A,,,,,,617019,,,,
8,CITP,12130,2021,Coppa Primavera,3,,,,218',617019,2,1,1,
9,SE2,5196,2021,Superettan,7,2,,,374',617019,,,,
10,SEC,5196,2020,Svenska Cupen,3,,,,143',617019,,,,
11,SE1,5196,2020,Allsvenskan,13,,,,264',617019,1,,,
12,SEC,5196,2019,Svenska Cupen,3,,,,62',617019,,,,
13,S21S,23263,2020,U21 Allsvenskan Södra,1,1,,,90',617019,,,,
14,NZL1,18385,2019,NZ Premiership (- 2021),1,,,,4',617019,,,,
15,NZL1,31306,2018,NZ Premiership (- 2021),1,,,,8',617019,,,,
0,CITP,12130,2023,Coppa Primavera,5,,,,349',724108,,1,,
1,IJ1,12130,2023,Primavera 1,26,3,,,1.668',724108,3,9,,
2,IT1,416,2023,Serie A,,,,,,724108,,,,
3,ITJE,12130,2022,Primavera Fase Finale,1,,,,23',724108,,,,
4,IJ1,12130,2022,Primavera 1,19,1,,,593',724108,1,3,,
5,IT1,416,2022,Serie A,,,,,,724108,,,,
6,CIT,416,2022,Italy Cup,,,,,,724108,,,,
7,CITP,12130,2022,Coppa Primavera,4,,,,72',724108,,,,
8,ITJ9,75900,2022,Under 18 - B,3,,,,224',724108,1,2,,
9,IT18,75900,2021,Under 18 - Finals,1,,,,83',724108,,,,
10,IJ1,12130,2021,Primavera 1,18,,,,670',724108,2,1,,
11,ITJ7,75900,2021,Under 18,9,,,,631',724108,,2,,
12,ITJ4,49746,2021,Under 17 - A,1,,,,90',724108,,,,
13,ITJ7,75900,2020,Under 18,1,,,,53',724108,,,,
14,IJ1,12130,2020,Primavera 1,6,,,,161',724108,1,,,
15,ITJ8,49746,2020,Under 17 20/21,1,,,,45',724108,,,,
16,ITJ4,49746,2020,Under 17 - A,2,,,,157',724108,,1,,
0,IT1,416,2023,Serie A,27,3,,,1.812',186368,2,,,
1,CIT,416,2023,Italy Cup,1,,,,53',186368,,,,
2,IT1,416,2022,Serie A,23,4,,,1.375',186368,3,,,
3,CIT,416,2022,Italy Cup,2,,,,25',186368,1,,,
4,PO1,294,2021,Liga Bwin,18,2,,,1.021',186368,2,,,
5,CL,294,2021,Champions League,6,,,,113',186368,,,,
6,POCP,294,2021,Allianz Cup,2,,,,180',186368,,,,
7,POPO,294,2021,Taça de Portugal,3,1,,,80',186368,,,,
8,L1,18,2020,Bundesliga,22,3,,,1.236',186368,,2,,
9,CL,18,2020,Champions League,5,1,,,245',186368,1,,,
10,DFB,18,2020,DFB-Pokal,1,,,,22',186368,,,,
11,GB1,762,2019,Premier League,13,,,,474',186368,,1,1,
12,FAC,762,2019,FA Cup,2,,,,105',186368,,1,,
13,IT1,46,2019,Serie A,6,2,,,323',186368,1,,,
14,CIT,46,2019,Italy Cup,1,,,,90',186368,,,,
15,CL,46,2019,Champions League,4,,,,100',186368,1,,,
16,L1,44,2018,Bundesliga,31,6,,,2.743',186368,7,3,,
17,DFB,44,2018,DFB-Pokal,3,1,,,300',186368,,,,
18,L1,44,2017,Bundesliga,26,4,,,1.859',186368,5,2,,
19,EL,44,2017,Europa League,4,,,,338',186368,1,,,
20,DFB,44,2017,DFB-Pokal,1,,,,90',186368,,,,
21,RLN4,45,2017,Regionalliga Northeast,1,,,,60',186368,1,1,,
22,CLQ,409,2017,Champions League Qu.,2,1,,,159',186368,1,,,
23,ofb,409,2017,ÖFB-Cup,1,,,,44',186368,,,,
24,ofb,409,2016,ÖFB-Cup,5,,,,399',186368,2,2,,
25,A1,409,2016,Bundesliga,29,3,,,2.166',186368,6,3,,
26,EL,409,2016,Europa League,6,,,,490',186368,1,,,
27,CLQ,409,2016,Champions League Qu.,6,2,,,474',186368,1,2,,
28,ofb,409,2015,ÖFB-Cup,4,1,,,189',186368,2,,,
29,A1,409,2015,Bundesliga,17,1,,,937',186368,,2,,
30,ELQ,409,2015,Europa League Qualifying,1,,,,16',186368,,,,
31,A1,409,2014,Bundesliga,25,4,,,1.479',186368,6,4,,
32,ofb,409,2014,ÖFB-Cup,4,,,,232',186368,3,,,
33,EL,409,2014,Europa League,2,1,,,111',186368,,,,
34,CLQ,409,2014,Champions League Qu.,1,,,,12',186368,,,,
35,ofb,409,2013,ÖFB-Cup,1,1,,,58',186368,,,,
36,A1,409,2013,Bundesliga,11,2,,,437',186368,1,2,,
37,EL,409,2013,Europa League,1,,,,,186368,,,,
38,A2,37024,2013,Erste Liga,3,,,,219',186368,,,,
39,A1,409,2012,Bundesliga,5,2,,,157',186368,,,,
40,JGD2,11263,2012,ÖFB Jugendliga U18,8,1,,,704',186368,,,,
41,ofb,409,2012,ÖFB-Cup,,,,,,186368,,,,
42,A1,409,2011,Bundesliga,,,,,,186368,,,,
43,JGD2,11263,2011,ÖFB Jugendliga U18,9,,,,757',186368,,,,
0,IT1,416,2023,Serie A,20,1,,,850',336125,2,,,
1,CIT,416,2023,Italy Cup,2,1,,,210',336125,1,1,,
2,IT1,416,2022,Serie A,29,3,,,1.713',336125,5,,,
3,CIT,416,2022,Italy Cup,3,,,,205',336125,1,,,
4,IT1,416,2021,Serie A,29,3,,,1.980',336125,3,,,
5,CIT,416,2021,Italy Cup,1,,,,37',336125,,,,
6,IT1,416,2020,Serie A,24,4,,,1.364',336125,2,2,,
7,CIT,416,2020,Italy Cup,1,,,,84',336125,,,,
8,BE1,3057,2020,JPL,3,1,,,270',336125,,,,
9,BE1,3057,2019,JPL,25,3,,,2.109',336125,2,1,,
10,CCB,3057,2019,Croky Cup,2,,,,172',336125,2,,,
11,EL,3057,2019,Europa League,3,2,,,270',336125,,,,
12,POBE,29228,2018,JPL Playoff II,8,,,,654',336125,,,,
13,BE1,29228,2018,JPL,29,5,,,2.203',336125,1,1,,
14,CCB,29228,2018,Croky Cup,2,,,,210',336125,,,,
15,POBE,29228,2017,JPL Playoff II,5,,,,448',336125,,,,
16,BE1,29228,2017,JPL,26,5,,,2.031',336125,2,,,
17,CCB,29228,2017,Croky Cup,2,,,,101',336125,,,,
18,POBE,29228,2016,JPL Playoff II,9,3,,,582',336125,,1,,
19,BE1,29228,2016,JPL,21,4,,,1.446',336125,,,,
20,CCB,29228,2016,Croky Cup,1,,,,55',336125,1,,,
21,TFVP,113,2015,Thüringenpokal,1,1,,,90',336125,,,,
22,RLN4,113,2015,Regionalliga Northeast,24,7,,,1.321',336125,,,,
23,DFB,113,2015,DFB-Pokal,2,,,,105',336125,,,,
24,BE2,475,2014,Proximus League,4,1,,,175',336125,,,,
0,IT1,416,2023,Serie A,28,3,,,2.227',293200,2,3,,
1,CIT,416,2023,Italy Cup,2,,,,144',293200,,,,
2,IT1,416,2022,Serie A,34,1,,,2.729',293200,6,5,,
3,CIT,416,2022,Italy Cup,3,,,,252',293200,2,,,
4,GB1,379,2022,Premier League,,,,,,293200,,,,
5,GB1,379,2021,Premier League,19,,,,552',293200,,1,,
6,EL,379,2021,Europa League,6,,,,449',293200,1,,,
7,FAC,379,2021,FA Cup,3,,,,179',293200,,,,
8,CGB,379,2021,EFL Cup,3,,,,151',293200,1,,,
9,RU1,2410,2021,Premier Liga,5,,,,305',293200,1,,,
10,RU1,2410,2020,Premier Liga,26,3,,,2.258',293200,5,11,,
11,RUP,2410,2020,Russian Cup,3,,,,265',293200,,1,,
12,EL,2410,2020,Europa League,5,1,,,447',293200,1,,,
13,RU1,2410,2019,Premier Liga,30,2,,,2.652',293200,5,12,,
14,RUP,2410,2019,Russian Cup,2,,,,122',293200,1,,,
15,EL,2410,2019,Europa League,6,1,,,536',293200,1,1,,
16,RU1,2410,2018,Premier Liga,25,2,,,2.190',293200,5,5,,1
17,CL,2410,2018,Champions League,6,,,,540',293200,2,3,,
18,GB1,29,2017,Premier League,12,,,,574',293200,,,,
19,FAC,29,2017,FA Cup,,,,,,293200,,,,
20,EL,29,2017,Europa League,6,1,,,361',293200,1,2,,
21,GB21,9261,2017,Premier League 2,1,,,,90',293200,,,,
22,CGB,29,2017,EFL Cup,1,,,,81',293200,,,,
23,KR1,447,2017,SuperSport HNL,6,,,,429',293200,1,3,,
24,ELQ,447,2017,Europa League Qualifying,6,,,,515',293200,,,,
25,KR1,447,2016,1.HNL,30,2,,,2.363',293200,8,4,,
26,KRC,447,2016,Hrvatski nogometni kup,1,,,,120',293200,,,,
27,ELQ,447,2016,Europa League Qualifying,6,1,,,551',293200,1,,,
28,KRC,447,2015,Hrvatski nogometni kup,3,1,,,270',293200,,,,
29,KR1,447,2015,SuperSport HNL,23,2,,,1.975',293200,5,1,,
30,ELQ,447,2015,Europa League Qualifying,8,,,,717',293200,2,1,,
31,KR1,447,2014,SuperSport HNL,27,1,,,1.794',293200,3,3,,
32,KRC,447,2014,Hrvatski nogometni kup,5,,,,274',293200,,,,
33,ELQ,447,2014,Europa League Qualifying,5,1,,,380',293200,,1,,
0,CIT,800,2023,Italy Cup,3,1,,,222',255450,2,1,,
1,IT1,800,2023,Serie A,20,1,,,882',255450,5,3,,
2,EL,800,2023,Europa League,6,,,,290',255450,4,,,
3,IT1,416,2022,Serie A,29,,,,2.094',255450,6,4,,
4,CIT,416,2022,Italy Cup,2,,,,180',255450,,,,
5,IT1,800,2021,Serie A,19,,,,764',255450,4,2,,
6,EL,800,2021,Europa League,3,,,,56',255450,,,,
7,CIT,800,2021,Italy Cup,1,,,,90',255450,,,,
8,CL,800,2021,Champions League,2,,,,33',255450,1,,,
9,IT1,800,2020,Serie A,25,,,,662',255450,2,4,,
10,CIT,800,2020,Italy Cup,3,,,,135',255450,,2,,
11,CL,800,2020,Champions League,3,,,,21',255450,,1,,
12,RU1,932,2020,Premier Liga,4,,,,307',255450,1,2,,
13,RUSS,932,2020,Russian Super Cup,1,1,,,90',255450,,,,
14,RU1,932,2019,Premier Liga,27,1,,,2.272',255450,5,12,,
15,CL,932,2019,Champions League,4,,,,360',255450,,2,,
16,RUSS,932,2019,Russian Super Cup,1,,,,90',255450,,2,,
17,RU1,932,2018,Premier Liga,30,3,,,2.637',255450,9,3,,
18,RUP,932,2018,Russian Cup,7,,,,563',255450,3,2,,
19,CL,932,2018,Champions League,6,,,,516',255450,2,,,
20,RUSS,932,2018,Russian Super Cup,1,,,,120',255450,,,,
21,RU1,932,2017,Premier Liga,30,2,,,2.642',255450,4,7,,
22,EL,932,2017,Europa League,9,2,,,784',255450,6,1,,
23,RUP,932,2017,Russian Cup,1,,,,74',255450,1,,,
24,RUSS,932,2017,Russian Super Cup,1,,,,120',255450,,,,
25,RU1,932,2016,Premier Liga,29,3,,,2.479',255450,9,3,,
26,RUP,932,2016,Russian Cup,5,,,,405',255450,1,2,,
27,RUJL,11749,2015,U19 M-Liga (- 2023),1,,,,89',255450,,2,,
28,RU1,932,2015,Premier Liga,27,2,,,1.724',255450,2,2,,1
29,EL,932,2015,Europa League,6,,,,173',255450,1,1,,
30,RUP,932,2015,Russian Cup,2,,,,43',255450,,,,
31,RUSS,932,2015,Russian Super Cup,1,,,,120',255450,,,,
32,RU1,932,2014,Premier Liga,17,1,,,960',255450,,1,,
33,RUP,932,2014,Russian Cup,3,,,,113',255450,,1,,
34,ELQ,932,2014,Europa League Qualifying,1,,,,37',255450,1,,,
35,RUJL,11749,2014,U19 M-Liga (- 2023),1,,,,45',255450,,,,
36,RU1,932,2013,Premier Liga,8,,,,398',255450,,1,,
37,RUJL,11749,2013,U19 M-Liga (- 2023),1,,,,45',255450,,,,
38,RUP,932,2013,Russian Cup,1,,,,120',255450,,,,
39,RU1,932,2012,Premier Liga,6,,,,475',255450,1,1,,
40,RUJL,11749,2012,U19 M-Liga,11,2,,,664',255450,,1,,
0,ES1,237,2023,LaLiga,5,,,,129',245078,,,,
1,CDR,237,2023,Copa del Rey,2,,,,28',245078,,,,
2,IT1,416,2023,Serie A,10,1,,,372',245078,,3,,
3,CIT,416,2023,Italy Cup,1,,,,65',245078,1,,,
4,IT1,416,2022,Serie A,28,1,,,1.464',245078,2,2,,
5,CIT,416,2022,Italy Cup,2,1,,,152',245078,1,2,,
6,PO1,294,2021,Liga Bwin,6,2,,,134',245078,,,,
7,CL,294,2021,Champions League,1,,,,31',245078,,,,
8,POCP,294,2021,Allianz Cup,2,,,,80',245078,,1,,
9,POPO,294,2021,Taça de Portugal,2,1,,,80',245078,,,,
10,FR1,244,2021,Ligue 1,1,,,,17',245078,,,,
11,L1,44,2020,Bundesliga,12,1,,,606',245078,2,1,,
12,FR1,244,2020,Ligue 1,12,2,,,391',245078,1,2,,
13,FRCH,244,2020,Trophée des Champions,1,1,,,56',245078,,,,
14,CL,244,2020,Champions League,2,,,,92',245078,,,,
15,FR1,244,2019,Ligue 1,21,3,,,874',245078,1,5,,
16,FRC,244,2019,Coupe de France,3,,,,122',245078,,1,,
17,FRL,244,2019,Coupe de la Ligue,1,,,,44',245078,,,,
18,FR1,244,2018,Ligue 1,17,2,,,672',245078,,,,
19,FRC,244,2018,Coupe de France,1,,,,7',245078,,,,
20,EL,244,2018,Europa League,4,,,,226',245078,1,,,
21,CLQ,159,2018,Champions League Qu.,8,2,,,705',245078,,4,,
22,SER1,159,2017,Super liga,28,2,,,1.542',245078,8,5,,
23,SERP,159,2017,Kup Srbije,1,,,,61',245078,,,,
24,EL,159,2017,Europa League,6,,,,490',245078,,1,,
25,ELQ,159,2017,Europa League Qualifying,4,1,,,192',245078,,1,,
26,SER1,6621,2016,Super liga,17,3,,,950',245078,5,2,,
27,SERP,6621,2016,Kup Srbije,3,,,,56',245078,,,,
28,ELQ,6621,2016,Europa League Qualifying,1,,,,25',245078,,,,
29,SER1,6621,2015,Super liga,10,1,,,159',245078,2,2,,
30,TDV,11997,2013,Viareggio Cup,3,,,,186',245078,,1,,
0,FR1,969,2023,Ligue 1,5,,,,87',324804,,,,
1,FRC,969,2023,Coupe de France,1,,,,66',324804,,,,
2,IT1,416,2023,Serie A,10,,,,153',324804,,,,
3,CIT,416,2023,Italy Cup,1,,,,42',324804,,,,
4,IT1,416,2022,Serie A,21,2,,,707',324804,,4,,
5,CIT,416,2022,Italy Cup,2,,,,42',324804,,1,,
6,TR1,6646,2021,Süper Lig,32,2,,,1.601',324804,2,4,1,
7,TRP,6646,2021,Türkiye Kupasi,3,1,,,162',324804,1,,,
8,IT1,130,2020,Serie A,24,3,,,1.297',324804,2,2,,
9,CIT,130,2020,Italy Cup,2,,,,152',324804,,2,,
10,IT1,130,2019,Serie A,14,,,,568',324804,1,1,,
11,CIT,130,2019,Italy Cup,1,,,,14',324804,,,,
12,FR1,40,2018,Ligue 1,22,3,,,1.225',324804,1,3,,
13,FRL,40,2018,Coupe de la Ligue,3,,,,238',324804,,,,
14,FRC,40,2018,Coupe de France,1,,,,24',324804,,,,
15,EL,40,2018,Europa League,6,,,,186',324804,2,,,
16,IT1,46,2018,Serie A,1,,,,4',324804,,,,
17,IT1,46,2017,Serie A,16,,,,480',324804,,1,,
18,CIT,46,2017,Italy Cup,1,,,,68',324804,,,,
19,CITP,5380,2017,Coppa Primavera,1,,,,63',324804,,,,
20,FR1,1162,2016,Ligue 1,35,2,,,2.185',324804,4,5,,
21,FRC,1162,2016,Coupe de France,1,,,,78',324804,,,,
22,C3IF,12770,2015,CFA 2 - Grp. H,18,1,,,1.387',324804,,7,,
23,C3VL,12770,2014,National 3 - Grp. C,10,,,,590',324804,,4,,
0,IT1,8970,2023,Serie A,8,,,,255',551752,,,,
1,IT1,416,2023,Serie A,9,1,,,426',551752,,,,
2,CIT,416,2023,Italy Cup,1,,,,30',551752,,,,
3,IT1,416,2022,Serie A,19,,,,512',551752,,,,
4,CIT,416,2022,Italy Cup,3,,,,124',551752,,,,
5,IT1,416,2021,Serie A,6,,,,142',551752,,,,
6,IT2,2722,2021,Serie B,18,2,,,951',551752,2,1,,
7,CIT,2722,2021,Italy Cup,1,,,,77',551752,,,,
8,IJ1,22276,2020,Primavera 1,19,,,,1.634',551752,2,5,,
9,IT2,2722,2020,Serie B,7,,,,245',551752,1,,,
10,CIT,2722,2020,Italy Cup,4,,,,203',551752,1,1,,
11,CITP,22276,2020,Coppa Primavera,1,,,,74',551752,,,,
12,IT4D,54316,2019,Serie D - D,24,1,,,1.547',551752,1,5,,
13,ITC4,54316,2019,Coppa Serie D,1,,,,85',551752,,,,
14,ITJ5,55773,2017,Under 17 - B,16,1,,,1.265',551752,,4,,
0,IT3B,2722,2023,Serie C - B,10,,,,462',340070,,,,
1,IT3P,21331,2022,Playoff Serie C,,,,,,340070,,,,
2,IT3A,21331,2022,Serie C-A,10,,,,199',340070,,1,,
3,IT1,416,2022,Serie A,,,,,,340070,,,,
4,IT1,416,2021,Serie A,,,,,,340070,,,,
5,IJ1,12130,2021,Primavera 1,4,,,,130',340070,1,,,
6,IT2,1386,2020,Serie B,16,1,,,909',340070,1,2,,
7,IT1,416,2020,Serie A,2,,,,50',340070,,,,
8,CIT,416,2020,Italy Cup,2,,,,116',340070,,,,
9,IT1,416,2019,Serie A,13,2,,,394',340070,1,1,,1
10,IT1,1025,2018,Serie A,4,1,,,198',340070,,,,
11,IT1,416,2018,Serie A,3,,,,75',340070,,,,
12,CIT,416,2018,Italy Cup,1,,,,90',340070,,1,,
13,IT1,416,2017,Serie A,14,,,,315',340070,1,1,,
14,CIT,416,2017,Italy Cup,3,,,,115',340070,,1,,
15,IT3P,130,2016,PlayOff Lega Pro,6,,,,142',340070,,1,,
16,IT3B,130,2016,Lega Pro B,2,,,,20',340070,,,,
17,IT3B,607,2016,Lega Pro B,6,,,,144',340070,,,,
